시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 광명시 가학동,산1**,임야,자연녹지지역,-,202006,30,660,"19,200",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,33,"2,000",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202006,30,82,"2,054",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,155.1,"2,115",지분,
경기도 광명시 가학동,산9*,임야,자연녹지지역,-,202006,30,165,"2,205",지분,
경기도 광명시 노온사동,4**,임야,자연녹지지역,-,202006,30,99,"2,401",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,178.4,"2,430",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202006,30,110,"2,641",지분,
경기도 광명시 가학동,산1**,임야,자연녹지지역,-,202006,30,99,"2,880",지분,
경기도 광명시 가학동,3**,전,자연녹지지역,-,202006,30,514,"21,700", ,
경기도 광명시 광명동,4*,전,제2종일반주거지역,8m미만,202006,30,69,"23,973", ,
경기도 광명시 광명동,4*,전,제2종일반주거지역,8m미만,202006,30,96,"27,748", ,
경기도 광명시 일직동,3**,임야,자연녹지지역,25m이상,202006,30,66,"3,000",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,66,"3,200",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,66,"4,000",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202006,30,16,415,지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,379.6,"5,175",지분,
경기도 광명시 일직동,3**,임야,자연녹지지역,-,202006,30,9.9,540,지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,99.1,"6,000",지분,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,112.4,"6,120",지분,
경기도 광명시 옥길동,2**,답,자연녹지지역,8m미만,202006,30,1690,"76,650", ,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202006,30,33,776,지분,
경기도 광명시 철산동,4**,도로,제2종일반주거지역,8m미만,202006,30,12,"8,000", ,
경기도 광명시 일직동,산6*,임야,자연녹지지역,-,202006,30,13.2,800,지분,
경기도 광명시 일직동,산3*,임야,개발제한구역,-,202007,1,132,"1,076",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,1,70,"1,715",지분,
경기도 광명시 가학동,산9*,임야,자연녹지지역,-,202007,1,132,"1,729",지분,
경기도 광명시 노온사동,산2**,임야,개발제한구역,-,202007,1,1036.47,"11,000",지분,
경기도 광명시 노온사동,산2**,임야,개발제한구역,-,202007,1,1041.92,"12,600",지분,
경기도 광명시 노온사동,산1**,임야,자연녹지지역,8m미만,202007,1,66,"2,080",지분,
경기도 광명시 소하동,산9*,임야,자연녹지지역,-,202007,1,83,"2,260",지분,
경기도 광명시 노온사동,산2**,임야,자연녹지지역,-,202007,1,132,"2,760",지분,
경기도 광명시 가학동,산1**,임야,자연녹지지역,-,202007,1,109,"3,168",지분,
경기도 광명시 노온사동,4**,임야,자연녹지지역,-,202007,1,134,"3,250",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,1,166,"3,986",지분,
경기도 광명시 광명동,3**,대,일반상업지역,12m미만,202007,1,37.31,"40,000",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,1,330,"8,004", ,
경기도 광명시 노온사동,2**,답,제1종일반주거지역,8m미만,202007,2,6.6,"1,130",지분,20200730
경기도 광명시 노온사동,2**,답,제1종일반주거지역,8m미만,202007,2,6.6,"1,130",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,2,66,"1,601",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,2,66,"1,643",지분,
경기도 광명시 가학동,3**,임야,자연녹지지역,-,202007,2,132,"1,960",지분,
경기도 광명시 가학동,3**,임야,개발제한구역,-,202007,2,9.9,147,지분,
경기도 광명시 일직동,3**,임야,자연녹지지역,-,202007,2,99,"2,040",지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,2,82,"2,054",지분,
경기도 광명시 가학동,3**,임야,자연녹지지역,-,202007,2,155.1,"2,303",지분,
경기도 광명시 소하동,산9*,임야,개발제한구역,-,202007,2,101,"2,750",지분,
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,151,"25,980", ,
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,151,"25,980", ,20200730
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,153,"26,320",지분,20200730
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,153,"26,320",지분,
경기도 광명시 가학동,산9*,임야,자연녹지지역,8m미만,202007,2,594,"29,700",지분,
경기도 광명시 가학동,산9*,임야,개발제한구역,-,202007,2,264,"3,528",지분,
경기도 광명시 가학동,산9*,임야,자연녹지지역,-,202007,2,265,"3,542",지분,
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,21,"3,610", ,
경기도 광명시 노온사동,2**,답,제1종일반주거지역,-,202007,2,21,"3,610", ,20200730
경기도 광명시 가학동,산1**,임야,자연녹지지역,-,202007,2,165,"4,800",지분,
경기도 광명시 가학동,산9*,임야,자연녹지지역,-,202007,2,38,513,지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,2,33,822,지분,
경기도 광명시 노온사동,4**,임야,개발제한구역,-,202007,2,33,830,지분,
