LGDNG_CD,CTPV_NM,CTGG_NM,EMD_NM,LA,LNGT
1111010100,서울특별시,종로구,청운동,37.589197,126.969329
1111010200,서울특별시,종로구,신교동,37.58449,126.967923
1111010300,서울특별시,종로구,궁정동,37.584682,126.973144
1111010400,서울특별시,종로구,효자동,37.582649,126.971931
1111010500,서울특별시,종로구,창성동,37.580545,126.972462
1111010600,서울특별시,종로구,통의동,37.578058,126.972852
1111010700,서울특별시,종로구,적선동,37.575305,126.973773
1111010800,서울특별시,종로구,통인동,37.580144,126.970211
1111010900,서울특별시,종로구,누상동,37.580026,126.962264
1111011000,서울특별시,종로구,누하동,37.579282,126.968274
1111011100,서울특별시,종로구,옥인동,37.583523,126.963385
1111011200,서울특별시,종로구,체부동,37.577589,126.970869
1111011300,서울특별시,종로구,필운동,37.577801,126.967749
1111011400,서울특별시,종로구,내자동,37.575304,126.971717
1111011500,서울특별시,종로구,사직동,37.576186,126.968846
1111011600,서울특별시,종로구,도렴동,37.573161,126.974647
1111011700,서울특별시,종로구,당주동,37.571571,126.974
1111011800,서울특별시,종로구,내수동,37.573308,126.971962
1111011900,서울특별시,종로구,세종로,37.580192,126.976778
1111012000,서울특별시,종로구,신문로1가,37.570173,126.973901
1111012100,서울특별시,종로구,신문로2가,37.570662,126.969722
1111012200,서울특별시,종로구,청진동,37.571439,126.980154
1111012300,서울특별시,종로구,서린동,37.569511,126.980399
1111012400,서울특별시,종로구,수송동,37.573677,126.98061
1111012500,서울특별시,종로구,중학동,37.575284,126.979641
1111012600,서울특별시,종로구,종로1가,37.570257,126.980149
1111012700,서울특별시,종로구,공평동,37.571266,126.983147
1111012800,서울특별시,종로구,관훈동,37.574128,126.98469
1111012900,서울특별시,종로구,견지동,37.573191,126.98306
1111013000,서울특별시,종로구,와룡동,37.582342,126.991214
1111013100,서울특별시,종로구,권농동,37.574323,126.991763
1111013200,서울특별시,종로구,운니동,37.576374,126.988222
1111013300,서울특별시,종로구,익선동,37.574334,126.989694
1111013400,서울특별시,종로구,경운동,37.575188,126.986383
1111013500,서울특별시,종로구,관철동,37.569104,126.985986
1111013600,서울특별시,종로구,인사동,37.571703,126.986049
1111013700,서울특별시,종로구,낙원동,37.572557,126.988607
1111013800,서울특별시,종로구,종로2가,37.570889,126.98825
1111013900,서울특별시,종로구,팔판동,37.582809,126.980676
1111014000,서울특별시,종로구,삼청동,37.584997,126.981758
1111014100,서울특별시,종로구,안국동,37.577386,126.983607
1111014200,서울특별시,종로구,소격동,37.579624,126.980908
1111014300,서울특별시,종로구,화동,37.580691,126.982696
1111014400,서울특별시,종로구,사간동,37.577252,126.980379
1111014500,서울특별시,종로구,송현동,37.576759,126.981846
1111014600,서울특별시,종로구,가회동,37.580031,126.984784
1111014700,서울특별시,종로구,재동,37.578302,126.985246
1111014800,서울특별시,종로구,계동,37.582432,126.986903
1111014900,서울특별시,종로구,원서동,37.583931,126.988266
1111015000,서울특별시,종로구,훈정동,37.574363,126.994172
1111015100,서울특별시,종로구,묘동,37.572406,126.991745
1111015200,서울특별시,종로구,봉익동,37.572165,126.992995
1111015300,서울특별시,종로구,돈의동,37.57197,126.990726
1111015400,서울특별시,종로구,장사동,37.569217,126.994023
1111015500,서울특별시,종로구,관수동,37.569062,126.99046
1111015600,서울특별시,종로구,종로3가,37.570388,126.992329
1111015700,서울특별시,종로구,인의동,37.572331,126.997668
1111015800,서울특별시,종로구,예지동,37.569621,126.998302
1111015900,서울특별시,종로구,원남동,37.57552,126.997495
1111016000,서울특별시,종로구,연지동,37.573747,127.000131
1111016100,서울특별시,종로구,종로4가,37.570745,126.999764
1111016200,서울특별시,종로구,효제동,37.572594,127.003056
1111016300,서울특별시,종로구,종로5가,37.570604,127.003527
1111016400,서울특별시,종로구,종로6가,37.571891,127.007584
1111016500,서울특별시,종로구,이화동,37.576994,127.004338
1111016600,서울특별시,종로구,연건동,37.578674,126.999669
1111016700,서울특별시,종로구,충신동,37.574947,127.005958
1111016800,서울특별시,종로구,동숭동,37.581377,127.004872
1111016900,서울특별시,종로구,혜화동,37.586855,127.00062
1111017000,서울특별시,종로구,명륜1가,37.589107,126.997468
1111017100,서울특별시,종로구,명륜2가,37.584696,126.99903
1111017200,서울특별시,종로구,명륜4가,37.582231,127.000072
1111017300,서울특별시,종로구,명륜3가,37.589565,126.993075
1111017400,서울특별시,종로구,창신동,37.575224,127.012828
1111017500,서울특별시,종로구,숭인동,37.574528,127.019597
1111017600,서울특별시,종로구,교남동,37.567486,126.965426
1111017700,서울특별시,종로구,평동,37.568808,126.967833
1111017800,서울특별시,종로구,송월동,37.570062,126.965194
1111017900,서울특별시,종로구,홍파동,37.572933,126.962363
1111018000,서울특별시,종로구,교북동,37.571784,126.961272
1111018100,서울특별시,종로구,행촌동,37.573327,126.962272
1111018200,서울특별시,종로구,구기동,37.619373,126.959299
1111018300,서울특별시,종로구,평창동,37.606391,126.968357
1111018400,서울특별시,종로구,부암동,37.592414,126.964061
1111018500,서울특별시,종로구,홍지동,37.600791,126.956587
1111018600,서울특별시,종로구,신영동,37.602504,126.961818
1111018700,서울특별시,종로구,무악동,37.575985,126.958245
1114010100,서울특별시,중구,무교동,37.568152,126.978995
1114010200,서울특별시,중구,다동,37.567893,126.981173
1114010300,서울특별시,중구,태평로1가,37.567708,126.977234
1114010400,서울특별시,중구,을지로1가,37.566011,126.980508
1114010500,서울특별시,중구,을지로2가,37.56586,126.984004
1114010600,서울특별시,중구,남대문로1가,37.567861,126.982862
1114010700,서울특별시,중구,삼각동,37.568081,126.984225
1114010800,서울특별시,중구,수하동,37.567266,126.984624
1114010900,서울특별시,중구,장교동,37.567245,126.986865
1114011000,서울특별시,중구,수표동,37.56745,126.9895
1114011100,서울특별시,중구,소공동,37.564101,126.980255
1114011200,서울특별시,중구,남창동,37.557696,126.977559
1114011300,서울특별시,중구,북창동,37.56222,126.978042
1114011400,서울특별시,중구,태평로2가,37.562983,126.976357
1114011500,서울특별시,중구,남대문로2가,37.563698,126.98203
1114011600,서울특별시,중구,남대문로3가,37.562011,126.980319
1114011700,서울특별시,중구,남대문로4가,37.560107,126.975457
1114011800,서울특별시,중구,남대문로5가,37.557577,126.974295
1114011900,서울특별시,중구,봉래동1가,37.559505,126.972922
1114012000,서울특별시,중구,봉래동2가,37.556538,126.970968
1114012100,서울특별시,중구,회현동1가,37.555589,126.981204
1114012200,서울특별시,중구,회현동2가,37.558753,126.982919
1114012300,서울특별시,중구,회현동3가,37.560152,126.984059
1114012400,서울특별시,중구,충무로1가,37.561435,126.982162
1114012500,서울특별시,중구,충무로2가,37.562048,126.989609
1114012600,서울특별시,중구,명동1가,37.564286,126.984638
1114012700,서울특별시,중구,명동2가,37.562887,126.985227
1114012800,서울특별시,중구,남산동1가,37.559334,126.98458
1114012900,서울특별시,중구,남산동2가,37.558419,126.986396
1114013000,서울특별시,중구,남산동3가,37.560718,126.987762
1114013100,서울특별시,중구,저동1가,37.564412,126.987789
1114013200,서울특별시,중구,충무로4가,37.562265,126.994327
1114013300,서울특별시,중구,충무로5가,37.56313,126.999827
1114013400,서울특별시,중구,인현동2가,37.564204,126.996124
1114013500,서울특별시,중구,예관동,37.564215,126.998189
1114013600,서울특별시,중구,묵정동,37.561454,127.000371
1114013700,서울특별시,중구,필동1가,37.561075,126.992453
1114013800,서울특별시,중구,필동2가,37.55932,126.994626
1114013900,서울특별시,중구,필동3가,37.558499,126.997003
1114014000,서울특별시,중구,남학동,37.560553,126.990814
1114014100,서울특별시,중구,주자동,37.560639,126.989388
1114014200,서울특별시,중구,예장동,37.555211,126.990086
1114014300,서울특별시,중구,장충동1가,37.560654,127.007325
1114014400,서울특별시,중구,장충동2가,37.555017,127.000602
1114014500,서울특별시,중구,광희동1가,37.565223,127.006451
1114014600,서울특별시,중구,광희동2가,37.56393,127.008407
1114014700,서울특별시,중구,쌍림동,37.563526,127.00421
1114014800,서울특별시,중구,을지로6가,37.567771,127.006633
1114014900,서울특별시,중구,을지로7가,37.566149,127.009743
1114015000,서울특별시,중구,을지로4가,37.566492,126.998754
1114015100,서울특별시,중구,을지로5가,37.566608,127.002431
1114015200,서울특별시,중구,주교동,37.568251,126.999357
1114015300,서울특별시,중구,방산동,37.568705,127.002956
1114015400,서울특별시,중구,오장동,37.56491,127.000692
1114015500,서울특별시,중구,을지로3가,37.566456,126.992696
1114015600,서울특별시,중구,입정동,37.567811,126.992728
1114015700,서울특별시,중구,산림동,37.567728,126.995508
1114015800,서울특별시,중구,충무로3가,37.562672,126.991307
1114015900,서울특별시,중구,초동,37.564405,126.992181
1114016000,서울특별시,중구,인현동1가,37.563713,126.993729
1114016100,서울특별시,중구,저동2가,37.564221,126.989776
1114016200,서울특별시,중구,신당동,37.562116,127.014505
1114016300,서울특별시,중구,흥인동,37.567122,127.01562
1114016400,서울특별시,중구,무학동,37.564358,127.015271
1114016500,서울특별시,중구,황학동,37.569171,127.019842
1114016600,서울특별시,중구,서소문동,37.563112,126.973899
1114016700,서울특별시,중구,정동,37.566587,126.973133
1114016800,서울특별시,중구,순화동,37.562557,126.970694
1114016900,서울특별시,중구,의주로1가,37.564787,126.968063
1114017000,서울특별시,중구,충정로1가,37.56651,126.96827
1114017100,서울특별시,중구,중림동,37.559463,126.966349
1114017200,서울특별시,중구,의주로2가,37.561054,126.969567
1114017300,서울특별시,중구,만리동1가,37.556162,126.967288
1114017400,서울특별시,중구,만리동2가,37.554576,126.963956
1117010100,서울특별시,용산구,후암동,37.548679,126.97815
1117010200,서울특별시,용산구,용산동2가,37.541919,126.982945
1117010300,서울특별시,용산구,용산동4가,37.530624,126.985224
1117010400,서울특별시,용산구,갈월동,37.546775,126.972162
1117010500,서울특별시,용산구,남영동,37.541928,126.973531
1117010600,서울특별시,용산구,용산동1가,37.539993,126.976967
1117010700,서울특별시,용산구,동자동,37.552051,126.972396
1117010800,서울특별시,용산구,서계동,37.552965,126.966999
1117010900,서울특별시,용산구,청파동1가,37.548767,126.967458
1117011000,서울특별시,용산구,청파동2가,37.546514,126.964798
1117011100,서울특별시,용산구,청파동3가,37.543246,126.966972
1117011200,서울특별시,용산구,원효로1가,37.539613,126.967064
1117011300,서울특별시,용산구,원효로2가,37.536289,126.963323
1117011400,서울특별시,용산구,신창동,37.535767,126.954946
1117011500,서울특별시,용산구,산천동,37.535416,126.951801
1117011600,서울특별시,용산구,청암동,37.53448,126.946678
1117011700,서울특별시,용산구,원효로3가,37.534305,126.957635
1117011800,서울특별시,용산구,원효로4가,37.532251,126.95059
1117011900,서울특별시,용산구,효창동,37.542458,126.961898
1117012000,서울특별시,용산구,도원동,37.53812,126.955125
1117012100,서울특별시,용산구,용문동,37.537935,126.960226
1117012200,서울특별시,용산구,문배동,37.538215,126.969229
1117012300,서울특별시,용산구,신계동,37.535574,126.965661
1117012400,서울특별시,용산구,한강로1가,37.533978,126.973054
1117012500,서울특별시,용산구,한강로2가,37.531562,126.968683
1117012600,서울특별시,용산구,용산동3가,37.531866,126.976965
1117012700,서울특별시,용산구,용산동5가,37.526143,126.974364
1117012800,서울특별시,용산구,한강로3가,37.52766,126.962182
1117012900,서울특별시,용산구,이촌동,37.514195,126.972097
1117013000,서울특별시,용산구,이태원동,37.540266,126.991527
1117013100,서울특별시,용산구,한남동,37.534629,127.000552
1117013200,서울특별시,용산구,동빙고동,37.524412,126.995112
1117013300,서울특별시,용산구,서빙고동,37.520462,126.994638
1117013400,서울특별시,용산구,주성동,37.521572,126.999221
1117013500,서울특별시,용산구,용산동6가,37.523553,126.980329
1117013600,서울특별시,용산구,보광동,37.526279,127.000176
1120010100,서울특별시,성동구,상왕십리동,37.568301,127.023996
1120010200,서울특별시,성동구,하왕십리동,37.561849,127.02739
1120010300,서울특별시,성동구,홍익동,37.566355,127.032213
1120010400,서울특별시,성동구,도선동,37.564208,127.032959
1120010500,서울특별시,성동구,마장동,37.568332,127.040794
1120010600,서울특별시,성동구,사근동,37.559212,127.047127
1120010700,서울특별시,성동구,행당동,37.557648,127.03565
1120010800,서울특별시,성동구,응봉동,37.550333,127.03318
1120010900,서울특별시,성동구,금호동1가,37.553975,127.022815
1120011000,서울특별시,성동구,금호동2가,37.552715,127.018152
1120011100,서울특별시,성동구,금호동3가,37.549543,127.016793
1120011200,서울특별시,성동구,금호동4가,37.545686,127.023695
1120011300,서울특별시,성동구,옥수동,37.541146,127.017425
1120011400,서울특별시,성동구,성수동1가,37.543339,127.040667
1120011500,서울특별시,성동구,성수동2가,37.540954,127.05472
1120011800,서울특별시,성동구,송정동,37.552755,127.059119
1120012200,서울특별시,성동구,용답동,37.559369,127.057313
1121510100,서울특별시,광진구,중곡동,37.562837,127.088012
1121510200,서울특별시,광진구,능동,37.550877,127.081479
1121510300,서울특별시,광진구,구의동,37.543233,127.085907
1121510400,서울특별시,광진구,광장동,37.546924,127.103034
1121510500,서울특별시,광진구,자양동,37.531107,127.073018
1121510700,서울특별시,광진구,화양동,37.54418,127.071786
1121510900,서울특별시,광진구,군자동,37.553478,127.0727
1123010100,서울특별시,동대문구,신설동,37.574962,127.025538
1123010200,서울특별시,동대문구,용두동,37.575418,127.033598
1123010300,서울특별시,동대문구,제기동,37.582903,127.036953
1123010400,서울특별시,동대문구,전농동,37.579328,127.053978
1123010500,서울특별시,동대문구,답십리동,37.569066,127.056655
1123010600,서울특별시,동대문구,장안동,37.569625,127.069546
1123010700,서울특별시,동대문구,청량리동,37.587225,127.044563
1123010800,서울특별시,동대문구,회기동,37.593421,127.051089
1123010900,서울특별시,동대문구,휘경동,37.588441,127.063767
1123011000,서울특별시,동대문구,이문동,37.59875,127.060696
1126010100,서울특별시,중랑구,면목동,37.580371,127.087661
1126010200,서울특별시,중랑구,상봉동,37.596768,127.088754
1126010300,서울특별시,중랑구,중화동,37.599461,127.07732
1126010400,서울특별시,중랑구,묵동,37.61238,127.079182
1126010500,서울특별시,중랑구,망우동,37.595513,127.103962
1126010600,서울특별시,중랑구,신내동,37.605874,127.099365
1129010100,서울특별시,성북구,성북동,37.597838,126.992163
1129010200,서울특별시,성북구,성북동1가,37.589585,127.002672
1129010300,서울특별시,성북구,돈암동,37.597333,127.008062
1129010400,서울특별시,성북구,동소문동1가,37.590017,127.006974
1129010500,서울특별시,성북구,동소문동2가,37.588756,127.007835
1129010600,서울특별시,성북구,동소문동3가,37.589765,127.009805
1129010700,서울특별시,성북구,동소문동4가,37.591332,127.009126
1129010800,서울특별시,성북구,동소문동5가,37.591818,127.013949
1129010900,서울특별시,성북구,동소문동6가,37.593422,127.012863
1129011000,서울특별시,성북구,동소문동7가,37.596612,127.013316
1129011100,서울특별시,성북구,삼선동1가,37.584629,127.007744
1129011200,서울특별시,성북구,삼선동2가,37.583259,127.010325
1129011300,서울특별시,성북구,삼선동3가,37.585998,127.012522
1129011400,서울특별시,성북구,삼선동4가,37.590035,127.012681
1129011500,서울특별시,성북구,삼선동5가,37.588449,127.015307
1129011600,서울특별시,성북구,동선동1가,37.59225,127.017527
1129011700,서울특별시,성북구,동선동2가,37.590214,127.019338
1129011800,서울특별시,성북구,동선동3가,37.59452,127.019996
1129011900,서울특별시,성북구,동선동4가,37.595133,127.018026
1129012000,서울특별시,성북구,동선동5가,37.596053,127.01626
1129012100,서울특별시,성북구,안암동1가,37.588388,127.021358
1129012200,서울특별시,성북구,안암동2가,37.586844,127.021738
1129012300,서울특별시,성북구,안암동3가,37.583528,127.022529
1129012400,서울특별시,성북구,안암동4가,37.580735,127.024182
1129012500,서울특별시,성북구,안암동5가,37.588356,127.028237
1129012600,서울특별시,성북구,보문동4가,37.582988,127.021103
1129012700,서울특별시,성북구,보문동5가,37.582339,127.019699
1129012800,서울특별시,성북구,보문동6가,37.580429,127.018226
1129012900,서울특별시,성북구,보문동7가,37.579924,127.021872
1129013000,서울특별시,성북구,보문동1가,37.58652,127.01936
1129013100,서울특별시,성북구,보문동2가,37.585727,127.01782
1129013200,서울특별시,성북구,보문동3가,37.583926,127.015397
1129013300,서울특별시,성북구,정릉동,37.617371,126.995152
1129013400,서울특별시,성북구,길음동,37.608503,127.022197
1129013500,서울특별시,성북구,종암동,37.597329,127.033427
1129013600,서울특별시,성북구,하월곡동,37.605996,127.034631
1129013700,서울특별시,성북구,상월곡동,37.606913,127.045527
1129013800,서울특별시,성북구,장위동,37.615541,127.049632
1129013900,서울특별시,성북구,석관동,37.608418,127.060114
1130510100,서울특별시,강북구,미아동,37.620171,127.022382
1130510200,서울특별시,강북구,번동,37.630043,127.036161
1130510300,서울특별시,강북구,수유동,37.639995,127.00716
1130510400,서울특별시,강북구,우이동,37.660541,127.00165
1132010500,서울특별시,도봉구,쌍문동,37.651525,127.025202
1132010600,서울특별시,도봉구,방학동,37.666156,127.029378
1132010700,서울특별시,도봉구,창동,37.648853,127.043512
1132010800,서울특별시,도봉구,도봉동,37.68533,127.025939
1135010200,서울특별시,노원구,월계동,37.627945,127.056097
1135010300,서울특별시,노원구,공릉동,37.628431,127.086186
1135010400,서울특별시,노원구,하계동,37.63745,127.071966
1135010500,서울특별시,노원구,상계동,37.675222,127.067287
1135010600,서울특별시,노원구,중계동,37.652555,127.077488
1138010100,서울특별시,은평구,수색동,37.584176,126.897579
1138010200,서울특별시,은평구,녹번동,37.602216,126.929919
1138010300,서울특별시,은평구,불광동,37.617652,126.937059
1138010400,서울특별시,은평구,갈현동,37.619865,126.914367
1138010500,서울특별시,은평구,구산동,37.611757,126.910376
1138010600,서울특별시,은평구,대조동,37.614189,126.920825
1138010700,서울특별시,은평구,응암동,37.596327,126.924109
1138010800,서울특별시,은평구,역촌동,37.604397,126.915123
1138010900,서울특별시,은평구,신사동,37.594921,126.908475
1138011000,서울특별시,은평구,증산동,37.584303,126.907039
1138011400,서울특별시,은평구,진관동,37.634966,126.921065
1141010100,서울특별시,서대문구,충정로2가,37.564851,126.964119
1141010200,서울특별시,서대문구,충정로3가,37.562078,126.961983
1141010300,서울특별시,서대문구,합동,37.561528,126.966031
1141010400,서울특별시,서대문구,미근동,37.563295,126.967253
1141010500,서울특별시,서대문구,냉천동,37.566782,126.961963
1141010600,서울특별시,서대문구,천연동,37.56753,126.958005
1141010700,서울특별시,서대문구,옥천동,37.569559,126.958901
1141010800,서울특별시,서대문구,영천동,37.571498,126.9565
1141010900,서울특별시,서대문구,현저동,37.574668,126.952831
1141011000,서울특별시,서대문구,북아현동,37.562104,126.953504
1141011100,서울특별시,서대문구,홍제동,37.585845,126.948725
1141011200,서울특별시,서대문구,대현동,37.560768,126.947212
1141011300,서울특별시,서대문구,대신동,37.564064,126.94433
1141011400,서울특별시,서대문구,신촌동,37.564657,126.939037
1141011500,서울특별시,서대문구,봉원동,37.572593,126.946963
1141011600,서울특별시,서대문구,창천동,37.558686,126.934193
1141011700,서울특별시,서대문구,연희동,37.572961,126.93328
1141011800,서울특별시,서대문구,홍은동,37.59089,126.933218
1141011900,서울특별시,서대문구,북가좌동,37.578133,126.907124
1141012000,서울특별시,서대문구,남가좌동,37.575547,126.919548
1144010100,서울특별시,마포구,아현동,37.553895,126.955012
1144010200,서울특별시,마포구,공덕동,37.548445,126.954191
1144010300,서울특별시,마포구,신공덕동,37.543869,126.954963
1144010400,서울특별시,마포구,도화동,37.53983,126.949489
1144010500,서울특별시,마포구,용강동,37.542025,126.941499
1144010600,서울특별시,마포구,토정동,37.538896,126.939782
1144010700,서울특별시,마포구,마포동,37.537114,126.943825
1144010800,서울특별시,마포구,대흥동,37.550762,126.943317
1144010900,서울특별시,마포구,염리동,37.54801,126.946361
1144011000,서울특별시,마포구,노고산동,37.554352,126.937909
1144011100,서울특별시,마포구,신수동,37.548149,126.936629
1144011200,서울특별시,마포구,현석동,37.542056,126.932809
1144011300,서울특별시,마포구,구수동,37.545736,126.932539
1144011400,서울특별시,마포구,창전동,37.549273,126.92977
1144011500,서울특별시,마포구,상수동,37.546218,126.924002
1144011600,서울특별시,마포구,하중동,37.543603,126.927354
1144011700,서울특별시,마포구,신정동,37.54328,126.929979
1144011800,서울특별시,마포구,당인동,37.543453,126.91889
1144012000,서울특별시,마포구,서교동,37.554011,126.916253
1144012100,서울특별시,마포구,동교동,37.55771,126.923152
1144012200,서울특별시,마포구,합정동,37.547463,126.907637
1144012300,서울특별시,마포구,망원동,37.555673,126.899094
1144012400,서울특별시,마포구,연남동,37.563295,126.921879
1144012500,서울특별시,마포구,성산동,37.566219,126.904173
1144012600,서울특별시,마포구,중동,37.571662,126.905583
1144012700,서울특별시,마포구,상암동,37.571222,126.877271
1147010100,서울특별시,양천구,신정동,37.518552,126.854354
1147010200,서울특별시,양천구,목동,37.530436,126.870989
1147010300,서울특별시,양천구,신월동,37.532815,126.831535
1150010100,서울특별시,강서구,염창동,37.553736,126.870985
1150010200,서울특별시,강서구,등촌동,37.560177,126.847794
1150010300,서울특별시,강서구,화곡동,37.54071,126.843761
1150010400,서울특별시,강서구,가양동,37.566959,126.85258
1150010500,서울특별시,강서구,마곡동,37.567217,126.830303
1150010600,서울특별시,강서구,내발산동,37.552228,126.832329
1150010700,서울특별시,강서구,외발산동,37.544855,126.818586
1150010800,서울특별시,강서구,공항동,37.554063,126.807246
1150010900,서울특별시,강서구,방화동,37.577353,126.812077
1150011000,서울특별시,강서구,개화동,37.591544,126.806878
1150011100,서울특별시,강서구,과해동,37.565602,126.787712
1150011200,서울특별시,강서구,오곡동,37.551567,126.783116
1150011300,서울특별시,강서구,오쇠동,37.543594,126.796501
1153010100,서울특별시,구로구,신도림동,37.50778,126.88061
1153010200,서울특별시,구로구,구로동,37.49577,126.882642
1153010300,서울특별시,구로구,가리봉동,37.482664,126.887569
1153010600,서울특별시,구로구,고척동,37.503104,126.858948
1153010700,서울특별시,구로구,개봉동,37.492864,126.85544
1153010800,서울특별시,구로구,오류동,37.490321,126.839885
1153010900,서울특별시,구로구,궁동,37.501873,126.827457
1153011000,서울특별시,구로구,온수동,37.494146,126.820586
1153011100,서울특별시,구로구,천왕동,37.480277,126.839993
1153011200,서울특별시,구로구,항동,37.481117,126.82475
1154510100,서울특별시,금천구,가산동,37.476821,126.883508
1154510200,서울특별시,금천구,독산동,37.468257,126.8979
1154510300,서울특별시,금천구,시흥동,37.449667,126.906876
1156010100,서울특별시,영등포구,영등포동,37.511971,126.903333
1156010200,서울특별시,영등포구,영등포동1가,37.517839,126.913185
1156010300,서울특별시,영등포구,영등포동2가,37.520796,126.911507
1156010400,서울특별시,영등포구,영등포동3가,37.518271,126.907877
1156010500,서울특별시,영등포구,영등포동4가,37.517889,126.903552
1156010600,서울특별시,영등포구,영등포동5가,37.521074,126.906688
1156010700,서울특별시,영등포구,영등포동6가,37.52159,126.903167
1156010800,서울특별시,영등포구,영등포동7가,37.524015,126.907114
1156010900,서울특별시,영등포구,영등포동8가,37.528302,126.905253
1156011000,서울특별시,영등포구,여의도동,37.526784,126.930167
1156011100,서울특별시,영등포구,당산동1가,37.52197,126.899892
1156011200,서울특별시,영등포구,당산동2가,37.522465,126.893736
1156011300,서울특별시,영등포구,당산동3가,37.525848,126.896713
1156011400,서울특별시,영등포구,당산동4가,37.529065,126.899075
1156011500,서울특별시,영등포구,당산동5가,37.532098,126.901203
1156011600,서울특별시,영등포구,당산동6가,37.533794,126.904735
1156011700,서울특별시,영등포구,당산동,37.540258,126.902165
1156011800,서울특별시,영등포구,도림동,37.509438,126.895944
1156011900,서울특별시,영등포구,문래동1가,37.512279,126.896981
1156012000,서울특별시,영등포구,문래동2가,37.512744,126.893057
1156012100,서울특별시,영등포구,문래동3가,37.516597,126.896816
1156012200,서울특별시,영등포구,문래동4가,37.515093,126.889808
1156012300,서울특별시,영등포구,문래동5가,37.516618,126.883217
1156012400,서울특별시,영등포구,문래동6가,37.519482,126.886822
1156012500,서울특별시,영등포구,양평동1가,37.524703,126.888425
1156012600,서울특별시,영등포구,양평동2가,37.523485,126.882336
1156012700,서울특별시,영등포구,양평동3가,37.529368,126.891015
1156012800,서울특별시,영등포구,양평동4가,37.53693,126.896766
1156012900,서울특별시,영등포구,양평동5가,37.539356,126.892639
1156013000,서울특별시,영등포구,양평동6가,37.542327,126.890503
1156013100,서울특별시,영등포구,양화동,37.549624,126.885454
1156013200,서울특별시,영등포구,신길동,37.504166,126.914069
1156013300,서울특별시,영등포구,대림동,37.492508,126.902006
1156013400,서울특별시,영등포구,양평동,37.528217,126.885713
1159010100,서울특별시,동작구,노량진동,37.510705,126.940393
1159010200,서울특별시,동작구,상도동,37.498516,126.939014
1159010300,서울특별시,동작구,상도1동,37.502626,126.950302
1159010400,서울특별시,동작구,본동,37.512045,126.95349
1159010500,서울특별시,동작구,흑석동,37.505921,126.962089
1159010600,서울특별시,동작구,동작동,37.499509,126.972858
1159010700,서울특별시,동작구,사당동,37.485236,126.970964
1159010800,서울특별시,동작구,대방동,37.50814,126.928067
1159010900,서울특별시,동작구,신대방동,37.493716,126.91632
1162010100,서울특별시,관악구,봉천동,37.478959,126.952244
1162010200,서울특별시,관악구,신림동,37.463306,126.928924
1162010300,서울특별시,관악구,남현동,37.466353,126.97911
1165010100,서울특별시,서초구,방배동,37.480924,126.990073
1165010200,서울특별시,서초구,양재동,37.472004,127.037463
1165010300,서울특별시,서초구,우면동,37.464653,127.016051
1165010400,서울특별시,서초구,원지동,37.443559,127.046716
1165010600,서울특별시,서초구,잠원동,37.514964,127.009614
1165010700,서울특별시,서초구,반포동,37.501431,126.997398
1165010800,서울특별시,서초구,서초동,37.490257,127.016305
1165010900,서울특별시,서초구,내곡동,37.457042,127.074664
1165011000,서울특별시,서초구,염곡동,37.463216,127.053646
1165011100,서울특별시,서초구,신원동,37.444018,127.06217
1168010100,서울특별시,강남구,역삼동,37.499939,127.037093
1168010300,서울특별시,강남구,개포동,37.478666,127.059423
1168010400,서울특별시,강남구,청담동,37.525097,127.049314
1168010500,서울특별시,강남구,삼성동,37.5137,127.053207
1168010600,서울특별시,강남구,대치동,37.49928,127.061339
1168010700,서울특별시,강남구,신사동,37.522719,127.027149
1168010800,서울특별시,강남구,논현동,37.512645,127.030154
1168011000,서울특별시,강남구,압구정동,37.529828,127.023249
1168011100,서울특별시,강남구,세곡동,37.464365,127.101551
1168011200,서울특별시,강남구,자곡동,37.474676,127.097043
1168011300,서울특별시,강남구,율현동,37.470556,127.110151
1168011400,서울특별시,강남구,일원동,37.490473,127.082228
1168011500,서울특별시,강남구,수서동,37.488156,127.096246
1168011800,서울특별시,강남구,도곡동,37.489052,127.044143
1171010100,서울특별시,송파구,잠실동,37.511956,127.088282
1171010200,서울특별시,송파구,신천동,37.518292,127.101366
1171010300,서울특별시,송파구,풍납동,37.538058,127.122225
1171010400,서울특별시,송파구,송파동,37.506092,127.109579
1171010500,서울특별시,송파구,석촌동,37.503564,127.103667
1171010600,서울특별시,송파구,삼전동,37.502723,127.092519
1171010700,서울특별시,송파구,가락동,37.496542,127.105729
1171010800,서울특별시,송파구,문정동,37.484741,127.118267
1171010900,서울특별시,송파구,장지동,37.480064,127.133998
1171011100,서울특별시,송파구,방이동,37.511012,127.123923
1171011200,서울특별시,송파구,오금동,37.502982,127.128103
1171011300,서울특별시,송파구,거여동,37.496924,127.14331
1171011400,서울특별시,송파구,마천동,37.496025,127.149903
1174010100,서울특별시,강동구,명일동,37.54944,127.150304
1174010200,서울특별시,강동구,고덕동,37.564166,127.155939
1174010300,서울특별시,강동구,상일동,37.551578,127.165527
1174010500,서울특별시,강동구,길동,37.539231,127.14621
1174010600,서울특별시,강동구,둔촌동,37.527188,127.142354
1174010700,서울특별시,강동구,암사동,37.559114,127.131685
1174010800,서울특별시,강동구,성내동,37.529274,127.130026
1174010900,서울특별시,강동구,천호동,37.542221,127.128668
1174011000,서울특별시,강동구,강일동,37.564944,127.173919
2611010100,부산광역시,중구,영주동,35.111863,129.031991
