번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
1405,"	20210120214121040000001",거래신고,매매,토지만 거래,2020-12-10,2021-01-07,경기도 광명시 노온사동 614-9,,,,,"1,983",0,"1,020,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 송파구,185962,436525,"	4121010500106140009","1,983",,B_,전,평지,사다리형,지정되지않음,맹지,지정되지않음,"261,600","227,600","219,100","217,500","217,500"
1406,"	20200620204121040007065",거래신고,매매,토지만 거래,2020-06-04,2020-06-08,경기도 광명시 노온사동 616-3,,,,,502,0,"202,500,000",자연녹지지역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,185965,436680,"	4121010500106160003",502,,B_,전,평지,가로장방,지정되지않음,맹지,지정되지않음,"261,600","234,900","226,200",0,0
1407,"	20190320194121040001553",거래신고,매매,토지만 거래,2019-03-13,2019-03-15,경기도 광명시 노온사동 619-5,,,,,333,0,"113,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 강북구,185991,436647,"	4121010500106190005",333,,B_,답,평지,부정형,지정되지않음,맹지,지정되지않음,"248,600","227,600",0,0,0
1408,"	20200620204121040007152",거래신고,매매,토지만 거래,2020-05-15,2020-06-09,경기도 광명시 노온사동 621-4,,,,,"1,213",0,"550,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,186012,436617,"	4121010500106210004","1,213",,B_,답,평지,사다리형,지정되지않음,맹지,지정되지않음,"253,700","227,600","219,100","217,500","217,500"
1409,"	20200820204121040015008",거래신고,매매,토지만 거래,2020-07-16,2020-08-13,경기도 광명시 노온사동 621-8,,,,,"1,001",0,"484,800,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,186066,436560,"	4121010500106210008","2,985",,B_,답,평지,부정형,지정되지않음,맹지,지정되지않음,"248,600","227,600","219,100","217,500","217,500"
1410,"	20200920204121040016944",거래신고,매매,토지만 거래,2020-07-16,2020-09-15,경기도 광명시 노온사동 621-8,,,,,"1,001",0,"484,800,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,186066,436560,"	4121010500106210008","2,985",,B_,답,평지,부정형,지정되지않음,맹지,지정되지않음,"248,600","227,600","219,100","217,500","217,500"
1411,"	20200820204121040015459",거래신고,매매,토지만 거래,2020-07-28,2020-08-25,경기도 광명시 노온사동 621-8,,,,,"1,000",0,"483,200,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,186066,436560,"	4121010500106210008","2,985",,B_,답,평지,부정형,지정되지않음,맹지,지정되지않음,"248,600","227,600","219,100","217,500","217,500"
1412,"	20200720204121040009971",거래신고,매매,토지만 거래,2020-06-22,2020-07-03,경기도 광명시 노온사동 621-10,,,,,"1,653",0,"650,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 남동구,186033,436502,"	4121010500106210010","1,653",,B_,전,평지,사다리형,지정되지않음,맹지,지정되지않음,"261,600","234,900","226,200","224,000","224,000"
1413,"	20210220214121040002357",거래신고,매매,토지만 거래,2021-02-09,2021-02-26,경기도 광명시 노온사동 621-12,,,,,"1,666",0,"907,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 화성시,185975,436475,"	4121010500106210012","1,666",,B_,전,평지,부정형,지정되지않음,맹지,지정되지않음,"256,600","227,600","219,100","217,500","217,500"
1414,"	20210220214121040001220",거래신고,매매,토지만 거래,2021-01-30,2021-01-31,경기도 광명시 노온사동 621-14,,,,,615,0,"330,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,185979,436443,"	4121010500106210014",615,,B_,전,평지,사다리형,지정되지않음,맹지,지정되지않음,"261,600","227,600","219,100","217,500","217,500"
1415,"	20200520204121040006448",거래신고,매매,토지만 거래,2020-05-06,2020-05-25,경기도 광명시 노온사동 621-19,,,,,"1,322",0,"550,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186010,436757,"	4121010500106210019","1,322",,B_,전,평지,부정형,지정되지않음,맹지,지정되지않음,"267,000","243,600","237,400","227,500","225,700"
1416,"	20200920204121040016656",거래신고,매매,토지만 거래,2020-09-08,2020-09-08,경기도 광명시 노온사동 621-25,,,,,"1,000",0,"483,200,000",자연녹지지역,대,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,,,"	4121010500106210025",,,,,,,,,,,,,,
1417,"	20201220204121040019653",거래신고,매매,토지만 거래,2020-11-16,2020-12-04,경기도 광명시 노온사동 621-26,,,,,984,0,"476,800,000",자연녹지지역,대,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 수원시 권선구,,,"	4121010500106210026",,,,,,,,,,,,,,
1418,"	20201120204121040018393",거래신고,매매,토지만 거래,2020-10-05,2020-10-29,경기도 광명시 노온사동 621-27,,,,,"1,389",0,"525,000,000",자연녹지지역,대,,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,,,"	4121010500106210027",,,,,,,,,,,,,,
1419,"	20190320194121040001277",거래신고,매매,토지만 거래,2019-02-27,2019-03-11,경기도 광명시 노온사동 622,,,,,"2,188",0,"993,000,000",자연녹지지역,답,나지,지분없음,0.0000/0.0000,국내개인,국내개인,전라북도 전주시 완산구,186126,436597,"	4121010500106220000","2,188",,B_,전,평지,사다리형,지정되지않음,세로한면(불),지정되지않음,"281,800","252,000","245,600","235,400","233,600"
1420,"	20200120204121040000859",거래신고,매매,토지만 거래,2019-12-09,2020-01-16,경기도 광명시 노온사동 623-3,,,,,"1,693",0,"713,000,000",자연녹지지역,답,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186127,436580,"	4121010500106230003","1,693",,B_,전,평지,부정형,지정되지않음,맹지,지정되지않음,"267,000","236,000","230,500","220,900","219,200"
1421,"	20191220194121040012982",거래신고,매매,토지만 거래,2019-12-02,2019-12-13,경기도 광명시 노온사동 626,,,,,"1,964",0,"1,069,200,000",자연녹지지역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 안양시 동안구,186244,436618,"	4121010500106260000","1,964",,B_,전,평지,사다리형,지정되지않음,세로한면(불),지정되지않음,"337,300","315,000","267,700","259,300","257,200"
1422,"	20190120194121040000318",거래신고,매매,토지만 거래,2019-01-17,2019-01-17,경기도 광명시 노온사동 642-1,,,,,99,0,"24,990,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1423,"	20190120194121040000463",거래신고,매매,토지만 거래,2019-01-24,2019-01-25,경기도 광명시 노온사동 642-1,,,,,119,0,"30,600,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,강원도 강릉시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1424,"	20190120194121040000464",거래신고,매매,토지만 거래,2019-01-24,2019-01-25,경기도 광명시 노온사동 642-1,,,,,99,0,"24,990,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 서초구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1425,"	20190120194121040000465",거래신고,매매,토지만 거래,2019-01-24,2019-01-25,경기도 광명시 노온사동 642-1,,,,,132,0,"34,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 여주시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1426,"	20190120194121040000466",거래신고,매매,토지만 거래,2019-01-24,2019-01-25,경기도 광명시 노온사동 642-1,,,,,99,0,"25,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 여주시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1427,"	20190120194121040000580",거래신고,매매,토지만 거래,2019-01-31,2019-01-31,경기도 광명시 노온사동 642-1,,,,,198,0,"51,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 대덕구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1428,"	20190220194121040000916",거래신고,매매,토지만 거래,2019-02-20,2019-02-20,경기도 광명시 노온사동 642-1,,,,,165,0,"41,650,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,부산광역시 해운대구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1429,"	20190220194121040000915",거래신고,매매,토지만 거래,2019-02-20,2019-02-20,경기도 광명시 노온사동 642-1,,,,,198,0,"49,980,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 양천구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1430,"	20190220194121040000918",거래신고,매매,토지만 거래,2019-02-20,2019-02-20,경기도 광명시 노온사동 642-1,,,,,165,0,"42,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 양천구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1431,"	20190220194121040001097",거래신고,매매,토지만 거래,2019-02-27,2019-02-27,경기도 광명시 노온사동 642-1,,,,,99,0,"24,990,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 오산시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1432,"	20190220194121040001096",거래신고,매매,토지만 거래,2019-02-27,2019-02-27,경기도 광명시 노온사동 642-1,,,,,66,0,"17,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1433,"	20190320194121040001547",거래신고,매매,토지만 거래,2019-03-14,2019-03-15,경기도 광명시 노온사동 642-1,,,,,66,0,"17,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 의왕시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1434,"	20190320194121040001550",거래신고,매매,토지만 거래,2019-03-15,2019-03-15,경기도 광명시 노온사동 642-1,,,,,116,0,"29,155,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1435,"	20190320194121040001548",거래신고,매매,토지만 거래,2019-03-15,2019-03-15,경기도 광명시 노온사동 642-1,,,,,165,0,"42,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1436,"	20190320194121040001737",거래신고,매매,토지만 거래,2019-03-26,2019-03-26,경기도 광명시 노온사동 642-1,,,,,17,0,"4,250,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 대덕구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1437,"	20190420194121040001923",거래신고,매매,토지만 거래,2019-04-03,2019-04-03,경기도 광명시 노온사동 642-1,,,,,66,0,"17,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 시흥시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1438,"	20190420194121040002190",거래신고,매매,토지만 거래,2019-04-16,2019-04-16,경기도 광명시 노온사동 642-1,,,,,198,0,"51,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,외국개인,국내법인,경기도 성남시 수정구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1439,"	20190420194121040002362",거래신고,매매,토지만 거래,2019-04-24,2019-04-24,경기도 광명시 노온사동 642-1,,,,,165,0,"41,650,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 부천시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1440,"	20190520194121040002695",거래신고,매매,토지만 거래,2019-05-09,2019-05-09,경기도 광명시 노온사동 642-1,,,,,126,0,"32,300,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 의왕시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1441,"	20190520194121040002913",거래신고,매매,토지만 거래,2019-05-16,2019-05-16,경기도 광명시 노온사동 642-1,,,,,132,0,"36,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 임실군,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1442,"	20190520194121040002912",거래신고,매매,토지만 거래,2019-05-16,2019-05-16,경기도 광명시 노온사동 642-1,,,,,179,0,"47,628,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,부산광역시 북구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1443,"	20190520194121040003135",거래신고,매매,토지만 거래,2019-05-23,2019-05-24,경기도 광명시 노온사동 642-1,,,,,79,0,"21,600,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경상북도 칠곡군,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1444,"	20190520194121040003314",거래신고,매매,토지만 거래,2019-05-27,2019-05-30,경기도 광명시 노온사동 642-1,,,,,248,0,"67,500,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경상북도 구미시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1445,"	20190520194121040003313",거래신고,매매,토지만 거래,2019-05-28,2019-05-30,경기도 광명시 노온사동 642-1,,,,,132,0,"34,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 수원시 영통구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1446,"	20190620194121040003945",거래신고,매매,토지만 거래,2019-06-07,2019-06-07,경기도 광명시 노온사동 642-1,,,,,182,0,"45,815,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안산시 단원구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1447,"	20190720194121040005048",거래신고,매매,토지만 거래,2019-06-13,2019-07-02,경기도 광명시 노온사동 642-1,,,,,66,0,"17,640,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1448,"	20190620194121040004885",거래신고,매매,토지만 거래,2019-06-24,2019-06-27,경기도 광명시 노온사동 642-1,,,,,99,0,"27,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안산시 상록구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1449,"	20190620194121040004886",거래신고,매매,토지만 거래,2019-06-27,2019-06-27,경기도 광명시 노온사동 642-1,,,,,66,0,"17,640,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 관악구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1450,"	20190720194121040005483",거래신고,매매,토지만 거래,2019-07-04,2019-07-15,경기도 광명시 노온사동 642-1,,,,,34,0,"9,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 이천시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1451,"	20190720194121040005485",거래신고,매매,토지만 거래,2019-07-04,2019-07-15,경기도 광명시 노온사동 642-1,,,,,63,0,"17,100,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 하남시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1452,"	20190720194121040005481",거래신고,매매,토지만 거래,2019-07-04,2019-07-15,경기도 광명시 노온사동 642-1,,,,,165,0,"44,100,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 양천구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1453,"	20190820194121040006731",거래신고,매매,토지만 거래,2019-08-14,2019-08-16,경기도 광명시 노온사동 642-1,,,,,23,0,"5,831,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 군포시,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1454,"	20190920194121040008292",거래신고,매매,토지만 거래,2019-09-09,2019-09-09,경기도 광명시 노온사동 642-1,,,,,132,0,"33,320,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 남동구,186620,437008,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1455,"	20200320204121040004217",거래신고,매매,토지만 거래,2020-03-19,2020-03-19,경기도 광명시 노온사동 642-1,,,,,163,0,"44,100,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 의왕시,186554,437048,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1456,"	20200320204121040004219",거래신고,매매,토지만 거래,2020-03-19,2020-03-19,경기도 광명시 노온사동 642-1,,,,,119,0,"32,400,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 의왕시,186554,437048,"	4121010500106420001","4,121",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800","35,100","33,700","33,000"
1457,"	20190920194121040008851",거래신고,매매,토지만 거래,2019-09-26,2019-09-26,경기도 광명시 노온사동 642-3,,,,,66,0,"19,404,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 남동구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1458,"	20191020194121040009321",거래신고,매매,토지만 거래,2019-10-10,2019-10-10,경기도 광명시 노온사동 642-3,,,,,99,0,"29,106,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강북구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1459,"	20191020194121040010576",거래신고,매매,토지만 거래,2019-10-24,2019-10-24,경기도 광명시 노온사동 642-3,,,,,33,0,"9,702,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 성남시 수정구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1460,"	20191020194121040010854",거래신고,매매,토지만 거래,2019-10-31,2019-10-31,경기도 광명시 노온사동 642-3,,,,,86,0,"25,225,200",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 남양주시,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1461,"	20191120194121040011581",거래신고,매매,토지만 거래,2019-11-14,2019-11-14,경기도 광명시 노온사동 642-3,,,,,33,0,"9,702,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 남동구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1462,"	20191120194121040011582",거래신고,매매,토지만 거래,2019-11-14,2019-11-14,경기도 광명시 노온사동 642-3,,,,,66,0,"19,404,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 광진구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1463,"	20191220194121040012612",거래신고,매매,토지만 거래,2019-12-03,2019-12-04,경기도 광명시 노온사동 642-3,,,,,109,0,"32,016,600",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 성동구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1464,"	20191220194121040012608",거래신고,매매,토지만 거래,2019-12-03,2019-12-04,경기도 광명시 노온사동 642-3,,,,,33,0,"9,702,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 광명시,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1465,"	20191220194121040012611",거래신고,매매,토지만 거래,2019-12-03,2019-12-04,경기도 광명시 노온사동 642-3,,,,,99,0,"29,106,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강서구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1466,"	20191220194121040012609",거래신고,매매,토지만 거래,2019-12-03,2019-12-04,경기도 광명시 노온사동 642-3,,,,,99,0,"29,106,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 송파구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1467,"	20191220194121040013019",거래신고,매매,토지만 거래,2019-12-11,2019-12-12,경기도 광명시 노온사동 642-3,,,,,33,0,"9,702,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 광진구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1468,"	20191220194121040013020",거래신고,매매,토지만 거래,2019-12-11,2019-12-12,경기도 광명시 노온사동 642-3,,,,,198,0,"59,400,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1469,"	20191220194121040013018",거래신고,매매,토지만 거래,2019-12-11,2019-12-12,경기도 광명시 노온사동 642-3,,,,,33,0,"9,702,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 성남시 수정구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1470,"	20191220194121040014044",거래신고,매매,토지만 거래,2019-12-19,2019-12-19,경기도 광명시 노온사동 642-3,,,,,106,0,"31,046,400",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 관악구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1471,"	20191220194121040014507",거래신고,매매,토지만 거래,2019-12-26,2019-12-27,경기도 광명시 노온사동 642-3,,,,,132,0,"38,808,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1472,"	20191220194121040014509",거래신고,매매,토지만 거래,2019-12-26,2019-12-27,경기도 광명시 노온사동 642-3,,,,,205,0,"60,152,400",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 오산시,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1473,"	20200120204121040000241",거래신고,매매,토지만 거래,2020-01-06,2020-01-06,경기도 광명시 노온사동 642-3,,,,,330,0,"97,020,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강남구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1474,"	20200120204121040000237",거래신고,매매,토지만 거래,2020-01-06,2020-01-06,경기도 광명시 노온사동 642-3,,,,,172,0,"50,450,400",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 동안구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1475,"	20200120204121040000233",거래신고,매매,토지만 거래,2020-01-06,2020-01-06,경기도 광명시 노온사동 642-3,,,,,73,0,"21,344,400",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안산시 상록구,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
1476,"	20200120204121040000243",거래신고,매매,토지만 거래,2020-01-06,2020-01-06,경기도 광명시 노온사동 642-3,,,,,66,0,"19,404,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 남양주시,186585,437005,"	4121010500106420003","4,122",,,자연림,완경사,부정형,남서향,맹지,지정되지않음,"43,900","41,800",0,0,0
