번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
2304,"	20180520184121040009298",거래신고,매매,토지만 거래,2018-04-25,2018-05-23,경기도 광명시 가학동 242-7,,,,,"1,287",0,"233,500,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,전라북도 전주시 완산구,187905,434913,"	4121010700102420007","1,287",,B_,자연림,완경사,사다리형,서향,세로한면(가),지정되지않음,"81,200","80,300","79,200",0,0
2305,"	20180520184121040009337",거래신고,매매,토지만 거래,2018-04-25,2018-05-23,경기도 광명시 가학동 242-8,,,,,"2,148",0,"389,800,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187929,434886,"	4121010700102420008","1,074",,B_,자연림,완경사,자루형,서향,세로한면(가),지정되지않음,"81,200","80,300","79,200",0,0
2306,"	20180520184121040009358",거래신고,매매,토지만 거래,2018-04-25,2018-05-23,경기도 광명시 가학동 242-9,,,,,"2,148",0,"389,800,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187966,434918,"	4121010700102420009","1,074",,B_,자연림,완경사,사다리형,서향,맹지,지정되지않음,"70,300","69,500","68,800",0,0
2307,"	20181220184121040020755",거래신고,매매,토지만 거래,2018-11-26,2018-12-06,경기도 광명시 가학동 242-9,,,,,"1,074",0,"210,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187966,434918,"	4121010700102420009","1,074",,B_,자연림,완경사,사다리형,서향,맹지,지정되지않음,"70,300","69,500","68,800",0,0
2308,"	20180120184121040000070",거래신고,매매,토지만 거래,2017-11-06,2018-01-03,경기도 광명시 가학동 249,,,,,582,0,"197,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188013,434668,"	4121010700102490000",582,,B_,전기타,완경사,부정형,지정되지않음,세로한면(불),지정되지않음,"301,000","301,000","283,800","275,200","259,900"
2309,"	20180120184121040000070",거래신고,매매,토지만 거래,2017-11-06,2018-01-03,경기도 광명시 가학동 249-2,,,,,"2,139",0,"724,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188049,434667,"	4121010700102490002","2,139",,B_,전기타,완경사,부정형,지정되지않음,세로한면(불),지정되지않음,"301,000","301,000","283,800","275,200","259,900"
2310,"	20170420174121040004790",거래신고,매매,토지만 거래,2017-02-17,2017-04-17,경기도 광명시 가학동 252-3,,,,,403,0,"252,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,187932,434797,"	4121010700102520003",403,,B_,전,평지,사다리형,지정되지않음,세로한면(불),지정되지않음,"389,600","364,000","343,200","340,700","364,500"
2311,"	20170420174121040004418",거래신고,매매,토지만 거래,2017-02-17,2017-04-10,경기도 광명시 가학동 252-17,,,,,782,0,"500,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,187934,434804,"	4121010700102520017",782,,B_,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"432,500","402,500","379,500","376,700",0
2312,"	20171120174121040017783",거래신고,매매,토지만 거래,2017-11-03,2017-11-17,경기도 광명시 가학동 255-7,,,,,"1,653",0,"300,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187887,434673,"	4121010700102550007","1,653",,B_,토지임야,완경사,부정형,북서향,세로한면(불),지정되지않음,"56,000","47,900","47,900",0,0
2313,"	20181120184121040020101",거래신고,매매,토지만 거래,2018-09-19,2018-11-09,경기도 광명시 가학동 255-8,,,,,"5,289",0,"1,095,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 안산시 단원구,187804,434656,"	4121010700102550008","5,289",,B_,토지임야,완경사,사다리형,북서향,세로한면(가),지정되지않음,"107,600","107,600",0,0,0
2314,"	20170320174121040003869",거래신고,매매,토지만 거래,2017-02-28,2017-03-29,경기도 광명시 가학동 264,,,,,"1,096",0,"953,000,000",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187427,434797,"	4121010700102640000",330,,B_,주상기타,평지,사다리형,지정되지않음,광대로한면,지정되지않음,"1,976,000","1,897,000","1,798,000","448,800","434,200"
2315,"	20170320174121040003839",거래신고,매매,토지만 거래,2017-02-28,2017-03-29,경기도 광명시 가학동 264,,,,,"1,096",0,"953,000,000",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187427,434797,"	4121010700102640000",330,,B_,주상기타,평지,사다리형,지정되지않음,광대로한면,지정되지않음,"1,976,000","1,897,000","1,798,000","448,800","434,200"
2316,"	20170420174121040004041",거래신고,매매,토지만 거래,2017-02-28,2017-04-03,경기도 광명시 가학동 264-2,,,,,140,0,"120,000,000",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187415,434818,"	4121010700102640002",884,,B_,전기타,평지,자루형,지정되지않음,광대로한면,지정되지않음,"504,200","479,500","429,500","410,500","434,200"
2317,"	20170320174121040003868",거래신고,매매,토지만 거래,2017-02-28,2017-03-29,경기도 광명시 가학동 264-4,,,,,"1,007",0,"877,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187423,434808,"	4121010700102640004",330,,B_,주상기타,평지,부정형,지정되지않음,광대로한면,지정되지않음,"1,878,000","1,802,000","1,708,000","448,800",0
2318,"	20170320174121040003842",거래신고,매매,토지만 거래,2017-02-28,2017-03-29,경기도 광명시 가학동 264-4,,,,,"1,007",0,"877,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187423,434808,"	4121010700102640004",330,,B_,주상기타,평지,부정형,지정되지않음,광대로한면,지정되지않음,"1,878,000","1,802,000","1,708,000","448,800",0
2319,"	20181120184121040020479",거래신고,매매,토지만 거래,2018-09-27,2018-11-21,경기도 광명시 가학동 275-8,,,,,633,0,"363,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 군포시,187241,434798,"	4121010700102750008",633,,B_,전기타,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"380,400","320,000","299,000","294,900","292,900"
2320,"	20160620164121040005105",거래신고,매매,토지만 거래,2016-04-27,2016-06-13,경기도 광명시 가학동 276-5,,,,,297,0,"125,679,660",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187248,434864,"	4121010700102760005",297,,B_,전기타,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"388,100","355,200","331,800","320,700","320,700"
2321,"	20160620164121040005105",거래신고,매매,토지만 거래,2016-04-27,2016-06-13,경기도 광명시 가학동 276-7,,,,,765,0,"323,720,340",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187263,434849,"	4121010700102760007",765,,B_,전기타,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"380,400","355,200","331,800","320,700","320,700"
2322,"	20161020164121040011970",거래신고,매매,토지만 거래,2016-10-24,2016-10-26,경기도 광명시 가학동 280,,,,,"2,023",0,"1,350,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,187243,434970,"	4121010700102800000","1,919",,B_비닐하우스창고,전기타,평지,부정형,지정되지않음,소로한면,지정되지않음,"483,700","473,000","426,700","413,800","413,800"
2323,"	20161020164121040012026",거래신고,매매,토지만 거래,2016-10-27,2016-10-28,경기도 광명시 가학동 280,,,,,"2,023",0,"1,350,000,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,187243,434970,"	4121010700102800000","1,919",,B_비닐하우스창고,전기타,평지,부정형,지정되지않음,소로한면,지정되지않음,"483,700","473,000","426,700","413,800","413,800"
2324,"	20161020164121040011971",거래신고,매매,토지만 거래,2016-10-24,2016-10-26,경기도 광명시 가학동 280-3,,,,,"1,000",0,"660,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,,,"	4121010700102800003",300,,B_주차장,전기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"934,200","926,600","926,600","413,800",0
2325,"	20161020164121040012026",거래신고,매매,토지만 거래,2016-10-27,2016-10-28,경기도 광명시 가학동 280-3,,,,,"1,000",0,"660,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 영등포구,,,"	4121010700102800003",300,,B_주차장,전기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"934,200","926,600","926,600","413,800",0
2326,"	20170320174121040003317",거래신고,매매,토지만 거래,2017-01-20,2017-03-14,경기도 광명시 가학동 280-3,,,,,670,0,"525,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187253,434954,"	4121010700102800003",300,,B_주차장,전기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"934,200","926,600","926,600","413,800",0
2327,"	20170620174121040008045",거래신고,매매,토지만 거래,2017-04-25,2017-06-12,경기도 광명시 가학동 280-3,,,,,670,0,"550,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 안산시 상록구,187253,434954,"	4121010700102800003",300,,B_주차장,전기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"934,200","926,600","926,600","413,800",0
2328,"	20170120174121040000766",거래신고,매매,토지만 거래,2017-01-20,2017-01-19,경기도 광명시 가학동 280-4,,,,,330,0,"260,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187262,434940,"	4121010700102800004",330,,B_,공업용,평지,자루형,지정되지않음,소로한면,지정되지않음,"1,366,000","1,298,000","1,240,000","1,240,000",0
2329,"	20170620174121040008047",거래신고,매매,토지만 거래,2017-04-21,2017-06-12,경기도 광명시 가학동 280-4,,,,,330,0,"802,500,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 안산시 상록구,187262,434940,"	4121010700102800004",330,,B_,공업용,평지,자루형,지정되지않음,소로한면,지정되지않음,"1,366,000","1,298,000","1,240,000","1,240,000",0
2330,"	20160120164121040000735",거래신고,매매,토지만 거래,2016-01-06,2016-01-27,경기도 광명시 가학동 291-2,,,,,"2,860",0,"1,460,000,000",개발제한구역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 성남시 분당구,187316,435048,"	4121010700102910002","2,860",,B_,전,평지,부정형,지정되지않음,맹지,지정되지않음,"342,000","310,000","292,600","282,900","281,000"
2331,"	20180220184121040005306",거래신고,매매,토지만 거래,2018-01-29,2018-02-26,경기도 광명시 가학동 292,,,,,"1,696",0,"1,077,300,000",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 안양시 만안구,187330,435081,"	4121010700102920000","1,696",,B_,전,평지,부정형,지정되지않음,맹지,지정되지않음,"342,000","300,800","283,800","274,400","272,600"
2332,"	20160120164121040000144",거래신고,매매,토지만 거래,2016-01-05,2016-01-06,경기도 광명시 가학동 297,,,,,109,0,"49,500,000",준주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,187242,435113,"	4121010700102970000",243,,B_,전기타,평지,부정형,지정되지않음,소로한면,지정되지않음,"440,700","413,000","389,400","377,600","374,000"
2333,"	20170420174121040004506",거래신고,매매,토지만 거래,2017-04-03,2017-04-12,경기도 광명시 가학동 297,,,,,44.67,0,"29,473,740",자연녹지지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 동작구,187242,435113,"	4121010700102970000",243,,B_,전기타,평지,부정형,지정되지않음,소로한면,지정되지않음,"440,700","413,000","389,400","377,600","374,000"
2334,"	20160520164121040004396",거래신고,매매,토지만 거래,2016-05-17,2016-05-26,경기도 광명시 가학동 301,,,,,475,0,"330,000,000",준주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 구로구,187206,435088,"	4121010700103010000",475,,B_,전기타,평지,사다리형,지정되지않음,소로각지,지정되지않음,"480,000","444,500","419,100","406,400","402,500"
2335,"	20170120174121040000263",거래신고,매매,토지만 거래,2017-01-02,2017-01-08,경기도 광명시 가학동 320-1,,,,,40,0,"51,600,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,187214,435450,"	4121010700103200001",359,,A_,공업기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"1,677,000","1,610,000","1,500,000","1,477,000",0
2336,"	20170820174121040012988",거래신고,매매,토지만 거래,2017-06-08,2017-08-02,경기도 광명시 가학동 324-5,,,,,228,0,"420,000,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 강서구,187210,435390,"	4121010700103240005",228,,A_,주거나지,평지,부정형,서향,세로한면(가),지정되지않음,"1,381,000","1,326,000","1,234,000","1,195,000","1,185,000"
2337,"	20170320174121040003865",거래신고,매매,토지만 거래,2017-03-28,2017-03-29,경기도 광명시 가학동 324-9,,,,,79.34,0,"160,000,000",제1종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 강서구,187200,435385,"	4121010700103240009",159,,A_,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"465,300","442,200","415,800","402,600","399,300"
2338,"	20170720174121040011951",거래신고,매매,토지만 거래,2017-06-15,2017-07-17,경기도 광명시 가학동 324-9,,,,,48.24,0,"50,000,000",제1종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187200,435385,"	4121010700103240009",159,,A_,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"465,300","442,200","415,800","402,600","399,300"
2339,"	20160920164121040010048",거래신고,매매,토지만 거래,2016-08-17,2016-09-20,경기도 광명시 가학동 324-19,,,,,27,0,"48,000,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187168,435462,"	4121010700103240019",27,,,공업용,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"1,536,000","1,475,000","1,272,000","1,232,000",0
2340,"	20160920164121040010132",거래신고,매매,토지만 거래,2016-09-20,2016-09-21,경기도 광명시 가학동 324-20,,,,,3,0,"7,200,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187167,435466,"	4121010700103240020",3,,,공업용,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"1,536,000","1,475,000","415,800","402,600",0
2341,"	20170420174121040005122",거래신고,매매,토지만 거래,2017-03-28,2017-04-28,경기도 광명시 가학동 325-1,,,,,340,0,"440,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187192,435347,"	4121010700103250001",340,,A_,공업용,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"1,567,000","1,504,000","1,429,000","781,400","771,400"
2342,"	20170820174121040013658",거래신고,매매,토지만 거래,2017-06-29,2017-08-16,경기도 광명시 가학동 325-2,,,,,215,0,"270,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187186,435319,"	4121010700103250002",215,,A_,주거나지,완경사,부정형,남향,맹지,지정되지않음,"388,400","378,000","350,300","334,000","328,300"
2343,"	20170420174121040005122",거래신고,매매,토지만 거래,2017-03-28,2017-04-28,경기도 광명시 가학동 325-5,,,,,327,0,"410,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187199,435358,"	4121010700103250005",308,,A_,주거나지,평지,부정형,동향,세로한면(가),지정되지않음,"536,600","520,500","476,700","454,500","453,600"
2344,"	20170120174121040000509",거래신고,매매,토지만 거래,2016-11-28,2017-01-13,경기도 광명시 가학동 325-6,,,,,153,0,"250,000,000",제1종일반주거지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187183,435293,"	4121010700103250006",153,,A_,공업용,완경사,사다리형,지정되지않음,세로한면(가),지정되지않음,"1,316,000","1,263,000","1,191,000","1,155,000","1,155,000"
2345,"	20160920164121040010530",거래신고,매매,토지만 거래,2016-09-23,2016-09-28,경기도 광명시 가학동 325-9,,,,,19,0,"20,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187196,435327,"	4121010700103250009",19,,A_,주거나지,평지,삼각형,동향,세로한면(가),지정되지않음,"759,700","738,000","676,000","644,500","642,600"
2346,"	20170820174121040013658",거래신고,매매,토지만 거래,2017-06-29,2017-08-16,경기도 광명시 가학동 325-9,,,,,19,0,"10,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187196,435327,"	4121010700103250009",19,,A_,주거나지,평지,삼각형,동향,세로한면(가),지정되지않음,"759,700","738,000","676,000","644,500","642,600"
2347,"	20170820174121040013658",거래신고,매매,토지만 거래,2017-06-29,2017-08-16,경기도 광명시 가학동 325-10,,,,,151,0,"200,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187200,435332,"	4121010700103250010",151,,A_,주거나지,평지,사다리형,동향,세로한면(가),지정되지않음,"775,300","753,000","696,600","664,100","661,100"
2348,"	20170120174121040000509",거래신고,매매,토지만 거래,2016-11-28,2017-01-13,경기도 광명시 가학동 325-11,,,,,69,0,"100,000,000",제1종일반주거지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187197,435294,"	4121010700103250011",69,,A_,주거나지,평지,사다리형,동향,세로한면(가),지정되지않음,"780,700","758,200","701,400","668,700","665,900"
2349,"	20170120174121040000509",거래신고,매매,토지만 거래,2016-11-28,2017-01-13,경기도 광명시 가학동 325-13,,,,,59,0,"80,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187197,435308,"	4121010700103250013",59,,A_,주거나지,평지,사다리형,동향,세로한면(가),지정되지않음,"775,300","753,000","696,600","664,100","661,100"
2350,"	20160920164121040010531",거래신고,매매,토지만 거래,2016-09-23,2016-09-28,경기도 광명시 가학동 325-16,,,,,48,0,"75,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 부천시,187201,435312,"	4121010700103250016",48,,A_,주거나지,평지,사다리형,동향,세로한면(가),지정되지않음,"786,200","763,500","706,200","673,300","670,700"
2351,"	20170120174121040000509",거래신고,매매,토지만 거래,2016-11-28,2017-01-13,경기도 광명시 가학동 325-16,,,,,48,0,"70,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 연수구,187201,435312,"	4121010700103250016",48,,A_,주거나지,평지,사다리형,동향,세로한면(가),지정되지않음,"786,200","763,500","706,200","673,300","670,700"
2352,"	20160920164121040010048",거래신고,매매,토지만 거래,2016-08-17,2016-09-20,경기도 광명시 가학동 327,,,,,408,0,"620,000,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187162,435444,"	4121010700103270000",400,,,공업용,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"1,536,000","1,475,000","1,234,000","1,195,000","1,185,000"
2353,"	20170520174121040006145",거래신고,매매,토지만 거래,2017-04-29,2017-05-18,경기도 광명시 가학동 331,,,,,187,0,"290,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,187189,435480,"	4121010700103310000",187,,A_,주거나지,평지,부정형,남향,세로한면(가),지정되지않음,"883,700","849,700","778,300","742,100","732,400"
2354,"	20180220184121040002238",거래신고,매매,토지만 거래,2018-01-23,2018-02-02,경기도 광명시 가학동 333-2,,,,,230,0,"280,000,000",제1종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 금천구,187235,435475,"	4121010700103330002",109,,A_,단독,평지,사다리형,남향,세로한면(가),지정되지않음,"1,452,000","885,000","810,600","772,900","759,500"
2355,"	20180620184121040009898",거래신고,매매,토지만 거래,2018-05-09,2018-06-05,경기도 광명시 가학동 336-23,,,,,27,0,"20,000,000",제1종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187263,435568,"	4121010700103360023",108,,A_,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"465,300","442,200","415,800","402,600","399,300"
2356,"	20181220184121040021081",거래신고,매매,토지만 거래,2018-10-16,2018-12-24,경기도 광명시 가학동 337-13,,,,,"13,754",0,"839,600,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2357,"	20190120194121040000244",거래신고,매매,토지만 거래,2018-10-16,2019-01-15,경기도 광명시 가학동 337-13,,,,,"16,247",0,"992,400,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187334,435747,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2358,"	20181220184121040020941",거래신고,매매,토지만 거래,2018-10-16,2018-12-13,경기도 광명시 가학동 337-13,,,,,"14,239",0,"869,600,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2359,"	20181220184121040020938",거래신고,매매,토지만 거래,2018-10-16,2018-12-13,경기도 광명시 가학동 337-13,,,,,"16,805",0,"1,026,400,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2360,"	20181220184121040021077",거래신고,매매,토지만 거래,2018-10-16,2018-12-24,경기도 광명시 가학동 337-13,,,,,"10,162",0,"620,450,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2361,"	20181220184121040021086",거래신고,매매,토지만 거래,2018-10-16,2018-12-25,경기도 광명시 가학동 337-13,,,,,"16,247",0,"992,400,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2362,"	20181220184121040020977",거래신고,매매,토지만 거래,2018-10-16,2018-12-14,경기도 광명시 가학동 337-13,,,,,"10,588",0,"646,450,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,,,"	4121010700103370013","16,247",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2363,"	20181220184121040021089",거래신고,매매,토지만 거래,2018-10-16,2018-12-25,경기도 광명시 가학동 337-14,,,,,3,0,"200,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,,,"	4121010700103370014",3,,,자연림,완경사,부정형,남향,맹지,지정되지않음,"45,200","41,500",0,0,0
2364,"	20190120194121040000247",거래신고,매매,토지만 거래,2018-10-16,2019-01-15,경기도 광명시 가학동 337-14,,,,,3,0,"200,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,187263,435868,"	4121010700103370014",3,,,자연림,완경사,부정형,남향,맹지,지정되지않음,"45,200","41,500",0,0,0
2365,"	20181220184121040020978",거래신고,매매,토지만 거래,2018-10-16,2018-12-14,경기도 광명시 가학동 337-15,,,,,"4,410",0,"269,350,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,,,"	4121010700103370015","4,258",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2366,"	20181220184121040021072",거래신고,매매,토지만 거래,2018-10-16,2018-12-24,경기도 광명시 가학동 337-15,,,,,"4,259",0,"260,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,,,"	4121010700103370015","4,258",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2367,"	20190120194121040000247",거래신고,매매,토지만 거래,2018-10-16,2019-01-15,경기도 광명시 가학동 337-15,,,,,"4,258",0,"260,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,187237,435807,"	4121010700103370015","4,258",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2368,"	20181220184121040020935",거래신고,매매,토지만 거래,2018-10-16,2018-12-13,경기도 광명시 가학동 337-15,,,,,"4,409",0,"269,200,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,,,"	4121010700103370015","4,258",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2369,"	20181220184121040021089",거래신고,매매,토지만 거래,2018-10-16,2018-12-25,경기도 광명시 가학동 337-15,,,,,"4,258",0,"260,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,,,"	4121010700103370015","4,258",,,자연림,완경사,사다리형,남향,맹지,지정되지않음,"43,800","41,500",0,0,0
2370,"	20190120194121040000257",거래신고,매매,토지만 거래,2018-10-16,2019-01-15,경기도 광명시 가학동 337-16,,,,,426,0,"26,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,187240,435753,"	4121010700103370016","1,768",,,자연림,완경사,부정형,남향,맹지,지정되지않음,"44,700","41,100",0,0,0
2371,"	20181220184121040021089",거래신고,매매,토지만 거래,2018-10-16,2018-12-25,경기도 광명시 가학동 337-16,,,,,148,0,"9,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 남양주시,,,"	4121010700103370016","1,768",,,자연림,완경사,부정형,남향,맹지,지정되지않음,"44,700","41,100",0,0,0
2372,"	20181220184121040021077",거래신고,매매,토지만 거래,2018-10-16,2018-12-24,경기도 광명시 가학동 337-16,,,,,426,0,"26,000,000",자연녹지지역,임,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 강남구,,,"	4121010700103370016","1,768",,,자연림,완경사,부정형,남향,맹지,지정되지않음,"44,700","41,100",0,0,0
2373,"	20190120194121040000244",거래신고,매매,토지만 거래,2018-10-16,2019-01-15,경기도 광명시 가학동 337-16,,,,,558,0,"34,000,000",자연녹지지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187240,435753,"	4121010700103370016","1,768",,,자연림,완경사,부정형,남향,맹지,지정되지않음,"44,700","41,100",0,0,0
